Nota_Matematica,IAA,Fase Ideal,Turma,RA,INDE,Nota_Portugues,IDA,IAN,Ano Nascimento,IPV,IPS,Ano ingresso,Pedra,Instituição de ensino,Nome Anonimizado,IEG,Idade,Fase,Defasagem,Gênero,Ano_Referencia
8.5,9.2,Fase 7 (3º EM),A,RA-36,7.876,4.3,6.8,5.0,2005,8.944,6.9,2019,Ametista,Rede Decisão,Aluno-36,9.0,17,6,-1,Feminino,2022
2.3,0.0,Fase 7 (3º EM),A,RA-37,4.95,5.3,5.9,5.0,2005,5.222,5.0,2019,Quartzo,Rede Decisão,Aluno-37,5.4,17,6,-1,Feminino,2022
9.0,9.2,Fase 7 (3º EM),A,RA-38,8.523,7.0,8.6,5.0,2005,9.833,7.5,2017,Topázio,Rede Decisão,Aluno-38,8.9,17,6,-1,Feminino,2022
7.7,0.0,Fase 6 (2º EM),A,RA-39,6.033,5.1,6.9,10.0,2006,6.111,6.9,2017,Ágata,Rede Decisão,Aluno-39,4.8,16,6,0,Feminino,2022
4.7,7.9,Fase 6 (2º EM),A,RA-40,7.203,7.3,6.8,5.0,2006,7.75,7.5,2016,Ametista,Rede Decisão,Aluno-40,7.8,16,5,-1,Feminino,2022
6.3,9.2,Fase 7 (3º EM),A,RA-41,5.581,2.5,5.6,5.0,2005,4.375,5.0,2018,Quartzo,Escola Pública,Aluno-41,6.1,17,5,-2,Masculino,2022
3.7,8.3,Fase 5 (1º EM),A,RA-42,6.72,4.5,4.8,10.0,2007,6.083,5.6,2019,Ágata,Rede Decisão,Aluno-42,7.9,15,5,0,Masculino,2022
4.0,6.3,Fase 6 (2º EM),A,RA-43,5.486,5.8,4.3,5.0,2006,5.958,5.6,2019,Quartzo,Escola Pública,Aluno-43,6.5,16,5,-1,Feminino,2022
2.3,5.0,Fase 7 (3º EM),A,RA-44,5.542,3.5,3.0,5.0,2005,7.292,7.5,2021,Quartzo,Escola Pública,Aluno-44,5.9,17,5,-2,Feminino,2022
6.3,7.9,Fase 5 (1º EM),A,RA-45,7.591,5.2,6.8,10.0,2007,7.417,5.6,2019,Ametista,Rede Decisão,Aluno-45,8.9,15,5,0,Feminino,2022
2.8,8.8,Fase 7 (3º EM),A,RA-46,6.048,2.8,2.1,5.0,2005,7.083,6.3,2022,Ágata,Escola Pública,Aluno-46,8.4,17,5,-2,Feminino,2022
2.5,7.9,Fase 7 (3º EM),A,RA-47,5.677,2.2,2.1,5.0,2005,7.042,7.5,2022,Quartzo,Escola Pública,Aluno-47,6.3,17,5,-2,Feminino,2022
6.7,6.7,Fase 5 (1º EM),A,RA-48,8.006,8.0,8.1,10.0,2007,8.5,7.5,2017,Ametista,Rede Decisão,Aluno-48,8.4,15,5,0,Feminino,2022
1.5,7.5,Fase 7 (3º EM),A,RA-49,6.304,4.2,3.9,5.0,2005,7.042,7.5,2022,Ágata,Escola Pública,Aluno-49,7.4,17,5,-2,Feminino,2022
6.5,7.5,Fase 8 (Universitários),A,RA-50,7.138,7.3,7.8,2.5,2004,7.542,7.5,2022,Ametista,Escola Pública,Aluno-50,8.4,18,5,-3,Feminino,2022
4.5,8.8,Fase 7 (3º EM),B,RA-51,6.488,4.5,5.0,5.0,2005,6.5,7.5,2022,Ágata,Escola Pública,Aluno-51,7.6,17,5,-2,Feminino,2022
3.3,9.6,Fase 3 (7º e 8º ano),B,RA-52,7.861,6.3,6.2,10.0,2009,7.5,7.5,2018,Ametista,Rede Decisão,Aluno-52,8.9,13,5,2,Masculino,2022
6.0,9.2,Fase 7 (3º EM),B,RA-53,6.725,8.0,7.0,5.0,2005,6.458,7.5,2022,Ágata,Escola Pública,Aluno-53,7.0,17,5,-2,Masculino,2022
3.0,7.9,Fase 6 (2º EM),B,RA-54,6.058,6.5,4.8,5.0,2006,6.125,7.5,2022,Ágata,Escola Pública,Aluno-54,6.9,16,5,-1,Feminino,2022
6.7,7.1,Fase 6 (2º EM),B,RA-55,6.576,7.8,7.5,5.0,2006,6.5,5.6,2017,Ágata,Escola Pública,Aluno-55,7.6,16,5,-1,Feminino,2022
4.5,10.0,Fase 5 (1º EM),B,RA-56,8.404,6.5,7.0,10.0,2007,8.25,7.5,2019,Topázio,Rede Decisão,Aluno-56,10.0,15,5,0,Feminino,2022
9.0,7.1,Fase 6 (2º EM),B,RA-57,7.305,7.0,8.4,5.0,2006,7.875,5.6,2017,Ametista,Rede Decisão,Aluno-57,8.1,16,5,-1,Masculino,2022
4.5,9.6,Fase 5 (1º EM),B,RA-58,8.136,8.0,7.2,10.0,2007,8.125,6.3,2017,Topázio,Rede Decisão,Aluno-58,9.2,15,5,0,Masculino,2022
7.0,9.2,Fase 7 (3º EM),B,RA-59,7.642,5.7,7.2,5.0,2005,7.917,7.5,2022,Ametista,Escola Pública,Aluno-59,9.3,17,5,-2,Masculino,2022
5.0,6.7,Fase 8 (Universitários),B,RA-60,5.537,6.2,4.9,2.5,2004,6.167,7.5,2021,Quartzo,Escola Pública,Aluno-60,6.0,18,5,-3,Feminino,2022
1.7,9.2,Fase 5 (1º EM),B,RA-61,7.533,6.3,5.8,10.0,2007,7.875,7.5,2021,Ametista,Escola Pública,Aluno-61,7.4,15,5,0,Masculino,2022
8.5,8.8,Fase 7 (3º EM),B,RA-62,7.891,10.0,9.3,5.0,2005,7.25,7.5,2022,Ametista,Escola Pública,Aluno-62,9.4,17,5,-2,Masculino,2022
8.2,8.3,Fase 6 (2º EM),B,RA-63,8.282,8.2,8.7,5.0,2006,9.417,8.8,2018,Topázio,Rede Decisão,Aluno-63,9.1,16,5,-1,Masculino,2022
4.8,7.1,Fase 6 (2º EM),B,RA-64,7.368,8.2,7.5,5.0,2006,8.25,8.1,2019,Ametista,Escola Pública,Aluno-64,8.1,16,5,-1,Masculino,2022
9.0,8.3,Fase 7 (3º EM),B,RA-65,7.712,9.5,9.3,5.0,2005,7.875,7.5,2022,Ametista,Escola Pública,Aluno-65,7.7,17,5,-2,Feminino,2022
3.0,7.5,Fase 7 (3º EM),B,RA-66,5.665,6.0,4.5,5.0,2005,5.917,7.5,2022,Quartzo,Escola Pública,Aluno-66,5.6,17,5,-2,Feminino,2022
3.0,5.8,Fase 6 (2º EM),C,RA-67,5.195,4.2,3.6,5.0,2006,6.889,7.5,2019,Quartzo,Escola Pública,Aluno-67,3.0,16,5,-1,Feminino,2022
4.7,8.3,Fase 6 (2º EM),C,RA-68,6.438,4.8,4.0,5.0,2006,7.944,7.5,2019,Ágata,Escola Pública,Aluno-68,6.0,16,5,-1,Masculino,2022
4.7,8.3,Fase 6 (2º EM),C,RA-69,5.718,2.6,2.5,5.0,2006,6.167,7.5,2018,Quartzo,Escola Pública,Aluno-69,6.1,16,5,-1,Masculino,2022
5.7,8.8,Fase 6 (2º EM),C,RA-70,5.712,2.9,2.9,5.0,2006,6.111,5.0,2017,Quartzo,Escola Pública,Aluno-70,6.6,16,5,-1,Feminino,2022
1.3,7.9,Fase 7 (3º EM),C,RA-71,4.332,2.2,1.2,5.0,2005,5.833,7.5,2019,Quartzo,Escola Pública,Aluno-71,2.0,17,5,-2,Feminino,2022
7.5,8.3,Fase 7 (3º EM),C,RA-72,7.64,7.8,7.8,5.0,2005,8.667,7.5,2022,Ametista,Escola Pública,Aluno-72,7.5,17,5,-2,Feminino,2022
4.5,7.1,Fase 7 (3º EM),C,RA-73,5.271,3.0,3.3,5.0,2005,7.278,7.5,2022,Quartzo,Escola Pública,Aluno-73,3.0,17,5,-2,Feminino,2022
6.0,9.6,Fase 6 (2º EM),C,RA-74,4.989,0.0,2.0,5.0,2006,5.833,7.5,2022,Quartzo,Escola Pública,Aluno-74,3.3,16,5,-1,Masculino,2022
0.0,5.4,Fase 6 (2º EM),F,RA-75,3.915,0.0,0.0,5.0,2006,4.625,6.3,2022,Quartzo,Escola Pública,Aluno-75,3.8,16,5,-1,Feminino,2022
9.3,10.0,Fase 5 (1º EM),F,RA-76,9.105,8.3,8.7,10.0,2007,9.292,8.1,2017,Topázio,Rede Decisão,Aluno-76,9.1,15,5,0,Feminino,2022
0.3,7.1,Fase 6 (2º EM),F,RA-77,3.846,1.8,0.7,5.0,2006,4.625,5.0,2019,Quartzo,Escola Pública,Aluno-77,2.7,16,5,-1,Masculino,2022
8.7,8.3,Fase 7 (3º EM),F,RA-78,7.04,5.7,7.2,5.0,2005,8.0,5.6,2018,Ametista,Rede Decisão,Aluno-78,6.6,17,5,-2,Masculino,2022
9.5,5.4,Fase 6 (2º EM),F,RA-79,6.847,7.7,8.9,5.0,2006,7.292,5.6,2018,Ágata,Rede Decisão,Aluno-79,6.3,16,5,-1,Feminino,2022
6.5,9.2,Fase 6 (2º EM),K,RA-80,7.29,7.7,7.1,5.0,2006,7.625,5.0,2017,Ametista,Rede Decisão,Aluno-80,8.3,16,5,-1,Feminino,2022
5.5,9.2,Fase 4 (9º ano),K,RA-81,7.675,5.2,6.0,10.0,2008,7.458,5.0,2017,Ametista,Rede Decisão,Aluno-81,9.2,14,5,1,Feminino,2022
6.0,8.8,Fase 7 (3º EM),K,RA-82,6.596,5.0,5.5,5.0,2005,6.417,7.5,2022,Ágata,Escola Pública,Aluno-82,6.8,17,5,-2,Feminino,2022
6.0,7.9,Fase 7 (3º EM),K,RA-83,6.671,7.5,6.8,5.0,2005,5.958,7.5,2022,Ágata,Escola Pública,Aluno-83,6.8,17,5,-2,Feminino,2022
5.7,7.1,Fase 7 (3º EM),K,RA-84,6.682,6.5,5.8,5.0,2005,6.75,5.0,2018,Ágata,Rede Decisão,Aluno-84,8.8,17,5,-2,Feminino,2022
5.0,6.7,Fase 5 (1º EM),K,RA-85,6.243,3.5,4.3,10.0,2007,5.833,5.0,2022,Ágata,Escola Pública,Aluno-85,7.3,15,5,0,Masculino,2022
6.2,7.5,Fase 6 (2º EM),K,RA-86,7.566,7.2,6.7,5.0,2006,8.458,5.6,2016,Ametista,Rede Decisão,Aluno-86,9.6,16,5,-1,Masculino,2022
8.3,8.3,Fase 5 (1º EM),K,RA-87,8.712,8.0,8.8,10.0,2007,8.5,7.5,2021,Topázio,Rede Decisão,Aluno-87,9.6,15,5,0,Masculino,2022
6.8,7.1,Fase 7 (3º EM),K,RA-88,7.498,6.2,6.5,5.0,2005,9.208,5.6,2021,Ametista,Escola Pública,Aluno-88,9.2,17,5,-2,Masculino,2022
7.5,9.6,Fase 6 (2º EM),K,RA-89,7.323,5.7,5.9,5.0,2006,8.0,7.5,2021,Ametista,Escola Pública,Aluno-89,7.8,16,5,-1,Masculino,2022
7.7,10.0,Fase 3 (7º e 8º ano),L,RA-90,9.442,8.0,8.5,10.0,2009,9.75,9.4,2019,Topázio,Rede Decisão,Aluno-90,9.7,13,5,2,Feminino,2022
5.5,9.2,Fase 6 (2º EM),L,RA-91,6.645,5.7,6.6,5.0,2006,7.125,5.6,2016,Ágata,Rede Decisão,Aluno-91,5.7,16,5,-1,Feminino,2022
7.8,9.2,Fase 6 (2º EM),L,RA-92,6.957,5.5,7.4,5.0,2006,6.667,5.0,2016,Ágata,Rede Decisão,Aluno-92,7.1,16,5,-1,Feminino,2022
8.8,8.3,Fase 5 (1º EM),L,RA-93,8.941,8.3,8.5,10.0,2007,9.083,8.1,2016,Topázio,Rede Decisão,Aluno-93,9.7,15,5,0,Feminino,2022
7.0,8.3,Fase 5 (1º EM),L,RA-94,8.921,6.7,7.7,10.0,2007,9.583,8.1,2018,Topázio,Rede Decisão,Aluno-94,9.6,15,5,0,Feminino,2022
6.0,8.3,Fase 7 (3º EM),L,RA-95,6.308,8.0,4.8,5.0,2005,6.292,7.5,2022,Ágata,Escola Pública,Aluno-95,6.6,17,5,-2,Feminino,2022
5.7,9.2,Fase 6 (2º EM),L,RA-96,7.54,6.5,6.7,5.0,2006,8.5,6.9,2021,Ametista,Escola Pública,Aluno-96,7.8,16,5,-1,Masculino,2022
5.3,7.5,Fase 5 (1º EM),L,RA-97,7.468,6.7,6.9,10.0,2007,6.292,5.0,2017,Ametista,Rede Decisão,Aluno-97,8.8,15,5,0,Feminino,2022
8.4,8.8,Fase 5 (1º EM),L,RA-98,9.354,8.2,8.5,10.0,2007,9.667,9.4,2017,Topázio,Rede Decisão,Aluno-98,10.0,15,5,0,Feminino,2022
5.7,8.8,Fase 6 (2º EM),L,RA-99,6.158,3.4,5.0,5.0,2006,5.833,7.5,2019,Ágata,Escola Pública,Aluno-99,6.3,16,5,-1,Masculino,2022
7.0,8.8,Fase 3 (7º e 8º ano),A,RA-100,7.618,7.8,7.6,10.0,2009,7.25,5.0,2019,Ametista,Rede Decisão,Aluno-100,7.8,13,4,1,Feminino,2022
7.2,7.9,Fase 5 (1º EM),A,RA-101,7.305,6.5,7.6,5.0,2007,6.833,7.5,2021,Ametista,Escola Pública,Aluno-101,8.3,15,4,-1,Feminino,2022
4.7,6.7,Fase 4 (9º ano),A,RA-102,6.922,6.8,5.7,10.0,2008,6.0,6.9,2019,Ágata,Escola Pública,Aluno-102,7.7,14,4,0,Masculino,2022
7.3,7.9,Fase 3 (7º e 8º ano),A,RA-103,8.107,7.3,7.3,10.0,2009,7.708,7.5,2020,Topázio,Rede Decisão,Aluno-103,8.7,13,4,1,Feminino,2022
4.8,7.9,Fase 8 (Universitários),A,RA-104,6.315,5.8,3.7,2.5,2004,6.708,7.5,2022,Ágata,Escola Pública,Aluno-104,8.7,18,4,-4,Masculino,2022
7.2,7.9,Fase 7 (3º EM),A,RA-105,6.846,6.2,6.7,2.5,2005,7.417,5.6,2016,Ágata,Rede Decisão,Aluno-105,8.2,17,4,-3,Masculino,2022
7.8,9.2,Fase 5 (1º EM),A,RA-106,7.973,7.2,7.4,5.0,2007,8.375,9.4,2016,Ametista,Rede Decisão,Aluno-106,8.0,15,4,-1,Feminino,2022
3.3,7.5,Fase 5 (1º EM),A,RA-107,6.258,4.3,4.6,5.0,2007,6.5,7.5,2018,Ágata,Escola Pública,Aluno-107,6.4,15,4,-1,Feminino,2022
3.0,4.6,Fase 7 (3º EM),A,RA-108,5.547,5.8,5.0,2.5,2005,6.125,5.0,2019,Quartzo,Escola Pública,Aluno-108,7.7,17,4,-3,Feminino,2022
7.8,8.8,Fase 6 (2º EM),A,RA-109,8.512,7.5,8.4,5.0,2006,8.667,8.8,2021,Topázio,Rede Decisão,Aluno-109,10.0,16,4,-2,Masculino,2022
8.3,9.2,Fase 4 (9º ano),A,RA-110,8.15,5.7,6.7,10.0,2008,8.0,5.6,2017,Topázio,Rede Decisão,Aluno-110,9.7,14,4,0,Masculino,2022
6.7,7.5,Fase 3 (7º e 8º ano),A,RA-111,8.646,7.5,8.0,10.0,2009,8.667,8.1,2020,Topázio,Rede Decisão,Aluno-111,9.4,13,4,1,Feminino,2022
9.0,7.9,Fase 5 (1º EM),A,RA-112,7.836,7.5,8.5,5.0,2007,8.833,6.3,2016,Ametista,Rede Decisão,Aluno-112,7.8,15,4,-1,Feminino,2022
3.3,0.0,Fase 5 (1º EM),A,RA-113,3.032,5.5,3.7,5.0,2007,3.792,5.0,2017,Quartzo,Rede Decisão,Aluno-113,0.0,15,4,-1,Feminino,2022
6.0,7.9,Fase 6 (2º EM),A,RA-114,5.894,4.5,5.3,5.0,2006,5.0,7.5,2022,Quartzo,Escola Pública,Aluno-114,6.3,16,4,-2,Masculino,2022
3.0,8.3,Fase 6 (2º EM),A,RA-115,5.886,5.7,3.8,5.0,2006,5.583,6.3,2019,Quartzo,Escola Pública,Aluno-115,6.8,16,4,-2,Feminino,2022
5.0,5.8,Fase 6 (2º EM),B,RA-116,6.854,7.2,5.9,5.0,2006,7.792,6.3,2019,Ágata,Escola Pública,Aluno-116,8.1,16,4,-2,Feminino,2022
4.7,7.9,Fase 5 (1º EM),B,RA-117,6.685,6.7,6.1,5.0,2007,7.417,6.9,2022,Ágata,Escola Pública,Aluno-117,6.3,15,4,-1,Feminino,2022
3.7,0.0,Fase 4 (9º ano),B,RA-118,5.597,4.7,3.9,10.0,2008,6.958,6.3,2021,Quartzo,Escola Pública,Aluno-118,5.3,14,4,0,Feminino,2022
5.7,8.3,Fase 4 (9º ano),B,RA-119,7.501,7.0,5.4,10.0,2008,7.875,5.6,2016,Ametista,Rede Decisão,Aluno-119,8.2,14,4,0,Feminino,2022
3.7,8.3,Fase 5 (1º EM),B,RA-120,6.825,5.2,6.2,5.0,2007,7.667,7.5,2019,Ágata,Escola Pública,Aluno-120,5.9,15,4,-1,Masculino,2022
5.7,7.1,Fase 6 (2º EM),B,RA-121,7.245,6.8,7.2,5.0,2006,7.625,6.3,2021,Ametista,Escola Pública,Aluno-121,8.4,16,4,-2,Feminino,2022
1.7,7.9,Fase 4 (9º ano),B,RA-122,5.061,3.7,1.8,10.0,2008,4.958,7.5,2019,Quartzo,Escola Pública,Aluno-122,3.4,14,4,0,Feminino,2022
7.3,7.9,Fase 6 (2º EM),B,RA-123,7.084,6.3,6.5,5.0,2006,7.292,5.6,2017,Ametista,Rede Decisão,Aluno-123,8.6,16,4,-2,Masculino,2022
5.7,7.9,Fase 4 (9º ano),B,RA-124,7.388,7.0,6.7,10.0,2008,7.167,5.0,2016,Ametista,Rede Decisão,Aluno-124,7.8,14,4,0,Masculino,2022
5.0,8.8,Fase 5 (1º EM),B,RA-125,7.619,7.2,7.1,5.0,2007,7.75,7.5,2022,Ametista,Escola Pública,Aluno-125,8.5,15,4,-1,Feminino,2022
4.0,7.1,Fase 5 (1º EM),B,RA-126,6.289,5.0,4.4,5.0,2007,7.417,7.5,2018,Ágata,Escola Pública,Aluno-126,5.8,15,4,-1,Masculino,2022
7.7,7.5,Fase 4 (9º ano),B,RA-127,8.283,7.7,7.9,10.0,2008,8.125,7.5,2022,Topázio,Escola Pública,Aluno-127,8.7,14,4,0,Feminino,2022
6.7,0.0,Fase 5 (1º EM),B,RA-128,5.563,6.8,5.6,5.0,2007,6.167,7.5,2019,Quartzo,Escola Pública,Aluno-128,6.2,15,4,-1,Masculino,2022
6.0,6.7,Fase 5 (1º EM),B,RA-129,6.926,5.3,6.7,5.0,2007,7.792,7.5,2019,Ágata,Escola Pública,Aluno-129,6.4,15,4,-1,Masculino,2022
3.7,8.3,Fase 6 (2º EM),F,RA-130,5.624,5.2,4.1,5.0,2006,6.5,5.0,2018,Quartzo,Escola Pública,Aluno-130,4.7,16,4,-2,Feminino,2022
6.0,8.8,Fase 5 (1º EM),F,RA-131,7.174,6.5,5.6,5.0,2007,7.75,5.6,2016,Ametista,Escola Pública,Aluno-131,9.0,15,4,-1,Feminino,2022
6.5,10.0,Fase 4 (9º ano),F,RA-132,8.355,7.5,7.7,10.0,2008,8.458,5.6,2019,Topázio,Rede Decisão,Aluno-132,8.8,14,4,0,Feminino,2022
4.7,7.9,Fase 5 (1º EM),F,RA-133,6.875,7.2,5.6,5.0,2007,7.625,7.5,2016,Ágata,Escola Pública,Aluno-133,7.1,15,4,-1,Feminino,2022
4.7,8.8,Fase 5 (1º EM),F,RA-134,6.607,6.8,4.7,5.0,2007,7.375,7.5,2021,Ágata,Escola Pública,Aluno-134,6.8,15,4,-1,Feminino,2022
8.0,8.3,Fase 5 (1º EM),F,RA-135,7.692,8.2,8.6,5.0,2007,8.583,5.6,2019,Ametista,Escola Pública,Aluno-135,7.8,15,4,-1,Feminino,2022
5.3,10.0,Fase 5 (1º EM),F,RA-136,6.478,5.7,4.6,5.0,2007,6.667,7.5,2019,Ágata,Escola Pública,Aluno-136,6.3,15,4,-1,Masculino,2022
6.0,7.5,Fase 7 (3º EM),F,RA-137,7.056,7.3,7.3,2.5,2005,7.792,5.0,2016,Ametista,Rede Decisão,Aluno-137,8.9,17,4,-3,Feminino,2022
5.0,9.6,Fase 5 (1º EM),F,RA-138,6.738,6.5,5.6,5.0,2007,6.375,5.6,2016,Ágata,Escola Pública,Aluno-138,8.0,15,4,-1,Masculino,2022
1.7,7.1,Fase 7 (3º EM),F,RA-139,3.738,2.7,1.4,2.5,2005,3.917,5.0,2019,Quartzo,Escola Pública,Aluno-139,3.5,17,4,-3,Masculino,2022
5.0,7.9,Fase 4 (9º ano),F,RA-140,7.407,6.5,5.7,10.0,2008,7.667,6.9,2021,Ametista,Escola Pública,Aluno-140,7.6,14,4,0,Feminino,2022
5.8,9.2,Fase 4 (9º ano),F,RA-141,7.118,6.2,5.7,10.0,2008,5.917,5.6,2017,Ametista,Escola Pública,Aluno-141,8.2,14,4,0,Masculino,2022
6.0,6.7,Fase 4 (9º ano),F,RA-142,7.457,6.8,6.3,10.0,2008,7.583,5.6,2021,Ametista,Escola Pública,Aluno-142,8.6,14,4,0,Feminino,2022
9.7,8.3,Fase 3 (7º e 8º ano),F,RA-143,8.638,7.7,7.9,10.0,2009,9.5,5.6,2019,Topázio,Rede Decisão,Aluno-143,9.9,13,4,1,Masculino,2022
7.5,7.5,Fase 4 (9º ano),F,RA-144,8.181,7.2,7.9,10.0,2008,8.292,5.0,2017,Topázio,Rede Decisão,Aluno-144,9.3,14,4,0,Feminino,2022
3.0,0.0,Fase 6 (2º EM),H,RA-145,5.846,4.8,5.2,5.0,2006,7.25,8.1,2017,Quartzo,Escola Pública,Aluno-145,6.3,16,4,-2,Masculino,2022
6.3,8.3,Fase 5 (1º EM),H,RA-146,7.947,7.3,7.9,5.0,2007,8.208,7.5,2022,Ametista,Escola Pública,Aluno-146,9.2,15,4,-1,Feminino,2022
5.8,8.3,Fase 4 (9º ano),H,RA-147,7.541,4.8,6.1,10.0,2008,7.25,7.5,2022,Ametista,Escola Pública,Aluno-147,7.7,14,4,0,Feminino,2022
4.7,9.2,Fase 4 (9º ano),H,RA-148,7.894,6.3,5.3,10.0,2008,7.708,10.0,2022,Ametista,Escola Pública,Aluno-148,7.9,14,4,0,Masculino,2022
4.0,9.2,Fase 5 (1º EM),H,RA-149,6.323,6.0,5.0,5.0,2007,6.125,7.5,2022,Ágata,Escola Pública,Aluno-149,6.5,15,4,-1,Feminino,2022
5.3,9.6,Fase 6 (2º EM),H,RA-150,6.962,6.7,6.9,5.0,2006,7.333,6.9,2020,Ágata,Escola Pública,Aluno-150,6.3,16,4,-2,Feminino,2022
7.3,8.8,Fase 6 (2º EM),H,RA-151,7.563,8.0,8.3,5.0,2006,7.958,6.9,2020,Ametista,Escola Pública,Aluno-151,7.5,16,4,-2,Feminino,2022
4.0,8.3,Fase 6 (2º EM),L,RA-152,6.712,7.0,6.5,5.0,2006,6.292,7.5,2022,Ágata,Escola Pública,Aluno-152,7.0,16,4,-2,Feminino,2022
3.3,7.9,Fase 4 (9º ano),L,RA-153,7.535,7.7,6.6,10.0,2008,7.708,5.0,2018,Ametista,Rede Decisão,Aluno-153,8.2,14,4,0,Feminino,2022
3.7,8.3,Fase 5 (1º EM),L,RA-154,6.073,6.2,4.0,5.0,2007,6.833,6.3,2017,Ágata,Escola Pública,Aluno-154,6.1,15,4,-1,Masculino,2022
4.3,10.0,Fase 6 (2º EM),L,RA-155,7.051,6.8,5.2,5.0,2006,6.833,7.5,2022,Ametista,Escola Pública,Aluno-155,8.3,16,4,-2,Masculino,2022
4.7,10.0,Fase 5 (1º EM),L,RA-156,7.357,6.5,4.4,5.0,2007,7.792,9.4,2018,Ametista,Escola Pública,Aluno-156,8.3,15,4,-1,Masculino,2022
7.0,7.5,Fase 3 (7º e 8º ano),L,RA-157,8.317,7.5,7.7,10.0,2010,8.292,6.3,2018,Topázio,Rede Decisão,Aluno-157,10.0,12,4,1,Feminino,2022
5.0,7.9,Fase 7 (3º EM),L,RA-158,7.302,6.7,6.6,2.5,2005,8.125,5.6,2017,Ametista,Rede Decisão,Aluno-158,9.8,17,4,-3,Feminino,2022
4.3,8.3,Fase 5 (1º EM),L,RA-159,6.49,5.8,4.7,5.0,2007,6.458,5.6,2021,Ágata,Escola Pública,Aluno-159,8.1,15,4,-1,Feminino,2022
2.7,7.5,Fase 5 (1º EM),L,RA-160,6.746,6.0,5.3,5.0,2007,8.25,5.6,2021,Ágata,Escola Pública,Aluno-160,7.2,15,4,-1,Feminino,2022
5.3,7.9,Fase 2 (5º e 6º ano),L,RA-161,7.957,6.8,6.9,10.0,2011,8.083,5.6,2018,Ametista,Rede Decisão,Aluno-161,9.1,11,4,2,Feminino,2022
4.7,6.7,Fase 4 (9º ano),L,RA-162,7.215,5.5,5.5,10.0,2008,6.542,7.5,2021,Ametista,Escola Pública,Aluno-162,8.5,14,4,0,Feminino,2022
6.5,8.8,Fase 5 (1º EM),L,RA-163,6.797,6.3,6.7,5.0,2007,6.5,5.6,2021,Ágata,Escola Pública,Aluno-163,7.9,15,4,-1,Feminino,2022
4.7,8.3,Fase 6 (2º EM),L,RA-164,6.776,6.5,6.5,5.0,2006,7.208,5.6,2018,Ágata,Escola Pública,Aluno-164,7.3,16,4,-2,Masculino,2022
5.3,7.1,Fase 4 (9º ano),L,RA-165,8.063,7.8,7.6,10.0,2008,7.5,5.6,2017,Topázio,Rede Decisão,Aluno-165,9.8,14,4,0,Feminino,2022
7.0,9.2,Fase 4 (9º ano),L,RA-166,8.253,7.2,8.1,10.0,2008,7.542,6.3,2020,Topázio,Escola Pública,Aluno-166,9.0,14,4,0,Masculino,2022
9.3,9.2,Fase 6 (2º EM),P,RA-167,7.798,8.0,7.9,5.0,2006,7.833,5.6,2018,Ametista,Rede Decisão,Aluno-167,9.7,16,4,-2,Feminino,2022
4.7,7.9,Fase 5 (1º EM),P,RA-168,6.917,8.2,5.9,5.0,2007,7.083,6.3,2018,Ágata,Rede Decisão,Aluno-168,8.3,15,4,-1,Feminino,2022
1.3,7.5,Fase 5 (1º EM),P,RA-169,5.159,4.5,3.2,5.0,2007,4.792,6.3,2018,Quartzo,Escola Pública,Aluno-169,5.1,15,4,-1,Feminino,2022
3.7,8.3,Fase 4 (9º ano),P,RA-170,7.007,6.7,4.9,10.0,2008,5.792,5.6,2018,Ágata,Rede Decisão,Aluno-170,9.2,14,4,0,Feminino,2022
3.0,7.5,Fase 6 (2º EM),P,RA-171,6.581,8.0,5.5,5.0,2006,6.875,7.5,2022,Ágata,Escola Pública,Aluno-171,6.8,16,4,-2,Masculino,2022
6.0,9.2,Fase 4 (9º ano),P,RA-172,8.673,7.7,7.3,10.0,2008,8.917,9.4,2018,Topázio,Rede Decisão,Aluno-172,8.9,14,4,0,Feminino,2022
9.0,8.3,Fase 7 (3º EM),P,RA-173,7.816,7.5,7.9,2.5,2005,9.25,6.9,2019,Ametista,Rede Decisão,Aluno-173,9.2,17,4,-3,Masculino,2022
4.0,7.9,Fase 5 (1º EM),P,RA-174,6.075,5.3,4.4,5.0,2007,6.042,7.5,2019,Ágata,Escola Pública,Aluno-174,6.2,15,4,-1,Feminino,2022
4.7,8.3,Fase 5 (1º EM),P,RA-175,6.75,7.2,5.9,5.0,2007,5.833,5.6,2018,Ágata,Rede Decisão,Aluno-175,9.2,15,4,-1,Feminino,2022
5.1,9.6,Fase 3 (7º e 8º ano),A,RA-176,8.427,6.8,6.9,10.0,2009,9.083,5.6,2018,Topázio,Rede Decisão,Aluno-176,9.1,13,3,0,Feminino,2022
6.0,7.9,Fase 3 (7º e 8º ano),A,RA-177,7.424,7.5,6.8,10.0,2009,6.958,4.4,2022,Ametista,Escola Pública,Aluno-177,8.8,13,3,0,Feminino,2022
6.2,0.0,Fase 3 (7º e 8º ano),A,RA-178,7.025,5.3,6.3,10.0,2009,8.458,4.4,2016,Ágata,Rede Decisão,Aluno-178,8.8,13,3,0,Feminino,2022
3.7,7.5,Fase 3 (7º e 8º ano),A,RA-179,7.993,6.7,6.1,10.0,2010,8.042,7.5,2022,Ametista,Escola Pública,Aluno-179,9.2,12,3,0,Masculino,2022
7.7,9.2,Fase 3 (7º e 8º ano),A,RA-180,8.442,8.3,8.1,10.0,2010,8.625,6.3,2018,Topázio,Rede Decisão,Aluno-180,8.3,12,3,0,Masculino,2022
