IDA,Ano Nascimento,IPV,Pedra,Nota_Matematica,IAA,IAN,Gênero,Fase Ideal,Fase,Idade,Nota_Portugues,INDE,RA,Defasagem,IPS,IEG,Ano ingresso,Turma,Instituição de ensino,Nome Anonimizado,Ano_Referencia
5.3,2007,6.505,Agata,5.0,7.5,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,4.3,6.168416667,RA-133,-1,2.52,7.9,2016,5F,Pública,Aluno-133,2023
2.6,2004,5.6275,Quartzo,3.7,0.0,2.5,Masculino,Fase 8 (Universitários),FASE 5,19,1.8,4.25,RA-104,-3,2.52,7.7,2022,5F,Pública,Aluno-104,2023
6.0,2005,6.88,Quartzo,7.3,7.1,5.0,Feminino,Fase 7 (3° EM),FASE 5,17,4.5,5.937025,RA-137,-2,2.52,6.3,2016,5F,Privada - Programa de Apadrinhamento,Aluno-137,2023
4.4,2008,6.0,Quartzo,3.3,0.0,10.0,Feminino,Fase 4 (9° ano),FASE 5,14,2.5,4.990333333,RA-144,1,2.52,5.2,2017,5F,Privada - Programa de Apadrinhamento,Aluno-144,2023
3.3,2007,6.67,Agata,4.5,7.1,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,3.3,6.202008333,RA-1202,-1,7.52,7.6,2023,5F,Pública,Aluno-1202,2023
7.7,2009,8.1725,Topázio,6.7,10.0,10.0,Feminino,Fase 4 (9° ano),FASE 5,14,6.8,8.699408333,RA-90,1,7.52,9.6,2019,5L,Privada - Programa de Apadrinhamento,Aluno-90,2023
7.9,2006,7.8375,Ametista,8.3,8.8,5.0,Feminino,Fase 7 (3° EM),FASE 5,17,7.2,7.806141667,RA-167,-2,5.0,9.9,2018,5L,Privada - Programa de Apadrinhamento,Aluno-167,2023
4.7,2007,6.4225,Agata,4.3,0.0,10.0,Feminino,Fase 5 (1° EM),FASE 5,15,3.0,6.483083333,RA-168,0,6.89,9.6,2018,5L,Privada - Programa de Apadrinhamento,Aluno-168,2023
7.2,2007,7.8775,Ametista,6.7,9.2,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,5.8,7.487841667,RA-1203,-1,2.52,10.0,2023,5L,Pública,Aluno-1203,2023
4.4,2006,6.5875,Agata,5.3,7.9,5.0,Masculino,Fase 7 (3° EM),FASE 5,17,2.8,6.318991667,RA-155,-2,5.0,8.1,2022,5L,Pública,Aluno-155,2023
7.2,2007,7.795,Ametista,7.7,7.5,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,4.8,7.289333333,RA-94,-1,2.52,9.6,2018,5L,Privada - Programa de Apadrinhamento,Aluno-94,2023
6.3,2008,7.2125,Ametista,8.7,9.6,10.0,Feminino,Fase 5 (1° EM),FASE 5,15,4.7,7.45425,RA-81,0,2.52,8.8,2017,5L,Privada - Programa de Apadrinhamento,Aluno-81,2023
4.3,2006,6.255,Quartzo,4.7,0.0,5.0,Masculino,Fase 7 (3° EM),FASE 5,17,2.3,5.314333333,RA-302,-2,5.0,7.3,2022,5L,Pública,Aluno-302,2023
5.2,2006,6.755,Agata,4.5,7.5,5.0,Masculino,Fase 7 (3° EM),FASE 5,17,4.8,6.293083333,RA-171,-2,5.0,7.2,2022,5L,Pública,Aluno-171,2023
5.0,2007,7.46,Agata,3.3,8.8,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,3.8,6.598266667,RA-160,-1,2.52,8.3,2021,5L,Privada - Programa de Apadrinhamento,Aluno-160,2023
6.1,2007,7.2125,Agata,5.0,7.5,5.0,Masculino,Fase 6 (2° EM),FASE 5,16,3.7,6.940416667,RA-1204,-1,5.0,8.7,2023,5L,Pública,Aluno-1204,2023
5.0,2005,7.085,Agata,5.2,9.2,2.5,Feminino,Fase 8 (Universitários),FASE 5,18,3.7,6.806466667,RA-1205,-3,6.26,9.2,2023,5L,Pública,Aluno-1205,2023
8.1,2005,7.8775,Ametista,9.0,9.2,5.0,Masculino,Fase 7 (3° EM),FASE 5,17,6.2,7.757466667,RA-173,-2,6.26,8.5,2019,5L,Privada - Programa de Apadrinhamento,Aluno-173,2023
8.1,2008,7.4625,Topázio,7.0,7.5,10.0,Masculino,Fase 5 (1° EM),FASE 5,15,7.2,8.105583333,RA-166,0,6.26,8.9,2020,5L,Privada - Programa de Apadrinhamento,Aluno-166,2023
4.8,2007,7.085,Agata,5.0,8.8,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,5.0,6.569516667,RA-175,-1,2.52,9.2,2018,5L,Privada - Programa de Apadrinhamento,Aluno-175,2023
6.4,2008,7.71,Ametista,6.0,9.2,10.0,Feminino,Fase 5 (1° EM),FASE 5,15,5.3,7.289966667,RA-153,0,2.52,7.4,2018,5M,Privada - Programa de Apadrinhamento,Aluno-153,2023
5.6,2006,7.7125,Agata,4.7,8.8,5.0,Feminino,Fase 7 (3° EM),FASE 5,17,3.7,6.724183333,RA-1206,-2,2.52,8.3,2023,5M,Pública,Aluno-1206,2023
6.8,2010,8.63,Ametista,6.0,7.1,10.0,Feminino,Fase 3 (7° e 8° ano),FASE 5,13,6.8,7.879008333,RA-157,2,2.52,9.9,2018,5M,Privada - Programa de Apadrinhamento,Aluno-157,2023
5.5,2008,7.63,Ametista,5.0,8.8,10.0,Feminino,Fase 5 (1° EM),FASE 5,15,4.0,7.58235,RA-1207,0,5.0,9.0,2023,5M,Pública,Aluno-1207,2023
6.2,2008,6.2525,Ametista,5.0,8.8,10.0,Masculino,Fase 5 (1° EM),FASE 5,15,4.8,7.0651,RA-1208,0,2.52,8.8,2023,5M,Pública,Aluno-1208,2023
7.4,2007,7.7125,Ametista,7.7,7.5,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,5.7,7.43375,RA-1209,-1,5.0,9.4,2023,5M,Pública,Aluno-1209,2023
6.0,2009,7.545,Ametista,6.0,7.1,10.0,Feminino,Fase 4 (9° ano),FASE 5,14,5.7,7.297425,RA-158,1,2.52,9.0,2017,5M,Privada - Programa de Apadrinhamento,Aluno-158,2023
5.8,2009,7.795,Agata,7.0,0.0,10.0,Feminino,Fase 4 (9° ano),FASE 5,14,4.5,6.250166667,RA-161,1,2.52,7.3,2018,5M,Privada - Programa de Apadrinhamento,Aluno-161,2023
5.8,2006,6.9625,Quartzo,6.0,0.0,5.0,Masculino,Fase 6 (2° EM),FASE 5,16,4.2,5.638666667,RA-164,-1,2.52,8.2,2018,5M,Privada,Aluno-164,2023
4.7,2007,8.09,Ametista,5.0,9.6,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,2.0,7.171083333,RA-1210,-1,5.0,9.4,2023,5M,Pública,Aluno-1210,2023
7.3,2008,7.795,Ametista,7.3,6.7,10.0,Feminino,Fase 5 (1° EM),FASE 5,15,6.2,7.583433333,RA-165,0,2.52,9.2,2017,5M,Privada - Programa de Apadrinhamento,Aluno-165,2023
6.2,2007,7.7125,Ametista,6.3,7.1,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,4.5,7.09205,RA-1211,-1,5.0,9.1,2023,5M,Pública,Aluno-1211,2023
4.2,2007,7.715,Agata,0.0,8.3,5.0,Feminino,Fase 6 (2° EM),FASE 5,16,3.5,6.755358333,RA-1212,-1,5.0,8.9,2023,5M,Pública,Aluno-1212,2023
6.0,2006,7.715,Quartzo,6.7,0.0,5.0,Feminino,Fase 7 (3° EM),FASE 5,17,4.8,5.95625,RA-1213,-2,2.52,8.4,2023,5M,Pública,Aluno-1213,2023
5.9,2006,7.755,Ametista,6.2,7.5,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,5.7,7.169975,RA-40,-1,7.52,8.2,2016,6A,Privada - Programa de Apadrinhamento,Aluno-40,2023
7.4,2007,7.6725,Topázio,8.0,9.6,10.0,Masculino,Fase 6 (2° EM),FASE 6,16,5.0,8.378666667,RA-1214,0,6.89,9.8,2023,6A,Pública,Aluno-1214,2023
6.6,2005,7.7125,Ametista,7.3,6.7,5.0,Feminino,Fase 8 (Universitários),FASE 6,18,5.5,7.3651,RA-71,-2,6.26,9.8,2019,6A,Pública,Aluno-71,2023
7.7,2005,7.5875,Ametista,7.3,9.2,5.0,Masculino,Fase 8 (Universitários),FASE 6,18,6.5,7.600633333,RA-53,-2,5.63,9.1,2022,6A,Concluiu o 3º EM,Aluno-53,2023
5.0,2006,7.5875,Agata,4.0,7.9,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,5.0,6.4622,RA-43,-1,5.63,6.7,2019,6A,Pública,Aluno-43,2023
7.1,2006,7.545,Agata,8.7,7.9,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,6.5,6.898033333,RA-55,-1,3.14,8.1,2017,6A,Pública,Aluno-55,2023
6.9,2005,7.17,Agata,7.3,0.0,5.0,Feminino,Fase 8 (Universitários),FASE 6,18,5.8,6.258333333,RA-44,-2,5.01,8.5,2021,6A,Pública,Aluno-44,2023
4.1,2007,7.1725,Agata,5.0,7.1,10.0,Feminino,Fase 6 (2° EM),FASE 6,16,2.7,6.339466667,RA-1215,0,5.0,5.6,2023,6A,Pública,Aluno-1215,2023
7.9,2007,8.1725,Topázio,7.8,7.1,10.0,Feminino,Fase 6 (2° EM),FASE 6,16,6.3,8.303591667,RA-45,0,6.26,9.6,2019,6A,Privada - Programa de Apadrinhamento,Aluno-45,2023
7.8,2007,7.8,Topázio,7.8,9.6,10.0,Feminino,Fase 6 (2° EM),FASE 6,16,5.5,8.284333333,RA-56,0,5.0,9.5,2019,6A,Privada - Programa de Apadrinhamento,Aluno-56,2023
7.2,2006,7.755,Agata,7.8,0.0,5.0,Masculino,Fase 7 (3° EM),FASE 6,17,6.8,6.450875,RA-57,-1,5.63,8.0,2017,6A,Privada - Programa de Apadrinhamento,Aluno-57,2023
8.1,2007,8.3825,Ametista,7.8,0.0,10.0,Masculino,Fase 6 (2° EM),FASE 6,16,6.5,7.70625,RA-58,0,6.26,9.7,2017,6A,Privada - Programa de Apadrinhamento,Aluno-58,2023
7.2,2005,8.4225,Ametista,7.7,7.5,5.0,Masculino,Fase 8 (Universitários),FASE 6,18,6.8,7.692291667,RA-59,-2,5.63,9.6,2022,6A,Privada - Programa de Apadrinhamento,Aluno-59,2023
7.9,2004,7.795,Ametista,8.7,9.6,5.0,Feminino,Fase 8 (Universitários),FASE 6,19,5.3,7.7105,RA-1216,-2,5.63,9.0,2023,6A,Concluiu o 3º EM,Aluno-1216,2023
6.7,2005,8.0025,Agata,8.5,0.0,5.0,Feminino,Fase 8 (Universitários),FASE 6,18,4.8,6.434625,RA-78,-2,6.26,7.7,2018,6A,Privada - Programa de Apadrinhamento,Aluno-78,2023
7.6,2006,7.59,Agata,6.0,5.8,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,7.7,6.635883333,RA-79,-1,5.0,6.2,2018,6A,Privada - Programa de Apadrinhamento,Aluno-79,2023
6.2,2007,7.4625,Ametista,6.7,8.3,10.0,Masculino,Fase 6 (2° EM),FASE 6,16,4.3,7.382108333,RA-61,0,6.26,7.0,2021,6A,Pública,Aluno-61,2023
8.7,2006,8.9675,Topázio,9.3,6.7,5.0,Masculino,Fase 7 (3° EM),FASE 6,17,7.3,8.0641,RA-63,-1,6.89,9.0,2018,6A,Pública,Aluno-63,2023
6.7,2006,7.9625,Ametista,7.0,7.5,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,6.0,7.452541667,RA-64,-1,6.89,9.2,2019,6A,Privada - Programa de Apadrinhamento,Aluno-64,2023
7.7,2007,7.6275,Ametista,8.3,6.7,10.0,Feminino,Fase 6 (2° EM),FASE 6,16,5.7,7.797058333,RA-48,0,6.26,8.4,2017,6A,Privada - Programa de Apadrinhamento,Aluno-48,2023
8.3,2006,8.59,Topázio,7.0,8.3,5.0,Masculino,Fase 7 (3° EM),FASE 6,17,8.2,8.3184,RA-109,-1,7.52,9.9,2021,6A,Privada - Programa de Apadrinhamento,Aluno-109,2023
6.3,2006,7.465,Ametista,8.2,8.3,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,5.7,7.252275,RA-80,-1,6.89,8.4,2017,6L,Privada - Programa de Apadrinhamento,Aluno-80,2023
7.4,2006,7.4675,Ametista,9.5,10.0,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,5.0,7.42395,RA-91,-1,6.89,7.4,2016,6L,Privada - Programa de Apadrinhamento,Aluno-91,2023
5.9,2006,7.38,Agata,7.0,0.0,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,4.0,6.064625,RA-1217,-1,5.63,7.9,2023,6L,Pública,Aluno-1217,2023
6.7,2006,7.045,Ametista,8.7,9.6,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,4.8,7.375916667,RA-92,-1,5.63,9.4,2016,6L,Privada - Programa de Apadrinhamento,Aluno-92,2023
6.4,2006,7.84,Ametista,6.8,9.6,5.0,Masculino,Fase 7 (3° EM),FASE 6,17,4.8,7.610791667,RA-96,-1,7.52,8.9,2021,6L,Privada - Programa de Apadrinhamento,Aluno-96,2023
5.3,2006,7.1325,Agata,6.7,7.5,5.0,Masculino,Fase 7 (3° EM),FASE 6,17,3.5,6.8265,RA-1218,-1,5.0,9.2,2023,6L,Pública,Aluno-1218,2023
6.3,2007,7.38,Ametista,7.2,8.8,10.0,Feminino,Fase 6 (2° EM),FASE 6,16,5.5,7.215141667,RA-1219,0,5.63,6.5,2023,6L,Pública,Aluno-1219,2023
6.8,2005,7.63,Agata,8.8,0.0,5.0,Feminino,Fase 7 (3° EM),FASE 6,17,5.3,6.46725,RA-1220,-1,5.0,9.0,2023,6L,Pública,Aluno-1220,2023
6.0,2005,7.6725,Agata,6.8,0.0,5.0,Feminino,Fase 8 (Universitários),FASE 6,18,5.8,6.034416667,RA-84,-2,2.52,8.8,2018,6L,Privada - Programa de Apadrinhamento,Aluno-84,2023
4.5,2006,7.4225,Agata,4.7,7.9,5.0,Masculino,Fase 7 (3° EM),FASE 6,17,4.0,6.68045,RA-99,-1,5.63,8.3,2019,6L,Pública,Aluno-99,2023
9.3,2007,8.385,Topázio,9.5,7.5,10.0,Masculino,Fase 6 (2° EM),FASE 6,16,8.7,8.6625,RA-87,0,5.63,10.0,2021,6L,Privada - Programa de Apadrinhamento,Aluno-87,2023
5.1,2006,7.465,Agata,6.3,8.3,5.0,Masculino,Fase 7 (3° EM),FASE 6,17,2.3,6.700775,RA-89,-1,5.0,8.1,2021,6L,Pública,Aluno-89,2023
8.7,2001,8.09,Topázio,8.2,9.2,5.0,Feminino,Fase 8 (Universitários),FASE 7,22,8.0,8.027466667,RA-1221,-1,6.26,9.1,2023,7A,Concluiu o 3º EM,Aluno-1221,2023
6.9,2006,8.8825,Ametista,7.0,6.7,10.0,Masculino,Fase 7 (3° EM),FASE 7,17,5.8,7.921266667,RA-27,0,6.89,7.7,2016,7A,Privada - Programa de Apadrinhamento,Aluno-27,2023
6.8,2003,6.005,Ametista,5.0,7.1,5.0,Feminino,Fase 8 (Universitários),FASE 7,20,6.5,7.026466667,RA-1222,-1,5.63,10.0,2023,7A,Nenhuma das opções acima,Aluno-1222,2023
7.9,2006,6.8775,Agata,9.0,0.0,10.0,Feminino,Fase 7 (3° EM),FASE 7,17,5.8,6.716666667,RA-32,0,3.77,8.2,2018,7A,Privada - Programa de Apadrinhamento,Aluno-32,2023
7.8,2003,8.1725,Ametista,7.7,7.9,5.0,Feminino,Fase 8 (Universitários),FASE 7,19,7.0,7.710866667,RA-19,-1,5.63,9.4,2022,7A,Nenhuma das opções acima,Aluno-19,2023
7.5,2005,8.215,Ametista,9.3,0.0,10.0,Feminino,Fase 7 (3° EM),FASE 7,17,6.8,7.610333333,RA-62,0,6.89,9.8,2022,7A,Pública,Aluno-62,2023
9.0,2006,7.2925,Topázio,9.5,8.8,10.0,Masculino,Fase 7 (3° EM),FASE 7,17,8.3,8.187766667,RA-1223,0,5.0,9.3,2023,7A,Pública,Aluno-1223,2023
7.7,2005,8.8825,Topázio,8.2,9.6,10.0,Feminino,Fase 7 (3° EM),FASE 7,17,8.8,8.835333333,RA-38,0,7.52,9.7,2017,7A,Privada - Programa de Apadrinhamento,Aluno-38,2023
8.0,2003,7.6325,Ametista,8.2,8.3,5.0,Masculino,Fase 8 (Universitários),FASE 7,20,6.3,7.5524,RA-1224,-1,5.0,9.4,2023,7A,Concluiu o 3º EM,Aluno-1224,2023
7.8,2006,8.7575,Topázio,8.3,9.6,10.0,Feminino,Fase 7 (3° EM),FASE 7,17,7.8,8.710333333,RA-39,0,7.52,9.1,2017,7A,Privada - Programa de Apadrinhamento,Aluno-39,2023
8.0,2016,5.446666667,Ametista,10.0,10.002,10.0,Masculino,ALFA (1° e 2° ano),ALFA,8,6.0,7.611366666700001,RA-1275,0,6.26,8.6666666665,2024,ALFA A - G0/G1,Pública,Aluno-1275,2024
8.0,2016,7.05,Topázio,10.0,10.002,10.0,Feminino,ALFA (1° e 2° ano),ALFA,8,6.0,8.002866666700001,RA-1276,0,3.76,9.3333333335,2024,ALFA A - G0/G1,Pública,Aluno-1276,2024
8.0,2016,7.046666667,Ametista,10.0,10.002,10.0,Masculino,ALFA (1° e 2° ano),ALFA,8,6.0,7.952200000100001,RA-1277,0,3.76,9.0833333335,2024,ALFA A - G0/G1,Pública,Aluno-1277,2024
7.0,2015,7.213333333,Ametista,8.0,8.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,8,6.0,7.156366666600001,RA-868,-1,3.76,9.75,2023,ALFA A - G0/G1,Pública,Aluno-868,2024
7.5,2015,4.173333333,Quartzo,8.0,9.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,7.0,5.444199999900001,RA-1278,-1,3.76,4.1666666665,2024,ALFA A - G0/G1,Pública,Aluno-1278,2024
8.25,2015,7.78,Topázio,9.0,10.002,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,7.5,8.0822,RA-1279,-1,6.26,10.0,2024,ALFA B - G2/G3,Pública,Aluno-1279,2024
10.0,2015,9.73,Topázio,10.0,9.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,10.0,8.959700000000002,RA-861,-1,7.51,10.0,2023,ALFA B - G2/G3,Pública,Aluno-861,2024
7.5,2014,6.27,Ametista,10.0,9.002,5.0,Masculino,Fase 2 (5° e 6° ano),ALFA,10,5.0,7.346677272700001,RA-862,-2,7.51,8.6136363635,2023,ALFA B - G2/G3,Pública,Aluno-862,2024
8.5,2015,8.336666667,Topázio,10.0,10.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,7.0,8.152624242500002,RA-1280,-1,6.26,9.5454545455,2024,ALFA B - G2/G3,Pública,Aluno-1280,2024
9.25,2015,7.78,Ametista,10.0,7.918,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,8.5,7.982890909100001,RA-1281,-1,6.26,9.5454545455,2024,ALFA B - G2/G3,Pública,Aluno-1281,2024
9.5,2015,8.113333333,Topázio,10.0,9.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,9.0,8.2579575757,RA-895,-1,6.26,9.5454545455,2023,ALFA B - G2/G3,Pública,Aluno-895,2024
8.75,2015,8.223333333,Topázio,10.0,10.002,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,8,7.5,8.0345030302,RA-884,-1,6.26,8.818181818,2023,ALFA B - G2/G3,Pública,Aluno-884,2024
9.25,2014,7.89,Ametista,10.0,9.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,8.5,7.8769272727000015,RA-1282,-1,6.26,8.1136363635,2024,ALFA B - G2/G3,Pública,Aluno-1282,2024
9.75,2015,8.28,Topázio,10.0,8.502,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,9.5,8.191290909100001,RA-889,-1,6.26,9.2954545455,2023,ALFA B - G2/G3,Pública,Aluno-889,2024
8.5,2015,7.5,Ametista,10.0,9.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,7.0,7.583018181800001,RA-867,-1,7.51,7.409090909,2023,ALFA B - G2/G3,Pública,Aluno-867,2024
9.0,2014,8.28,Topázio,10.0,10.002,5.0,Masculino,Fase 2 (5° e 6° ano),ALFA,10,8.0,8.3033538462,RA-1283,-2,7.51,9.230769231,2024,ALFA B - G2/G3,Pública,Aluno-1283,2024
8.75,2014,8.003333333,Topázio,10.0,10.002,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,10,7.5,8.035957575700001,RA-891,-1,6.26,9.0454545455,2023,ALFA B - G2/G3,Pública,Aluno-891,2024
10.0,2016,7.89,Topázio,10.0,9.002,10.0,Feminino,ALFA (1° e 2° ano),ALFA,8,10.0,8.3800152174,RA-1284,0,2.51,9.347826087,2024,ALFA C - G0/G1,Pública,Aluno-1284,2024
9.75,2015,8.443333333,Topázio,10.0,9.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,9.5,8.057128571400002,RA-1012,-1,2.51,9.523809524,2023,ALFA C - G0/G1,Pública,Aluno-1012,2024
8.0,2017,8.946666667,Topázio,8.0,10.002,10.0,Feminino,ALFA (1° e 2° ano),ALFA,7,8.0,8.156578882000002,RA-1285,0,2.51,8.830227742999998,2024,ALFA C - G0/G1,Pública,Aluno-1285,2024
7.0,2016,4.61,Quartzo,8.0,8.002,10.0,Masculino,ALFA (1° e 2° ano),ALFA,7,6.0,5.914801966800001,RA-1286,0,2.51,5.051759834,2024,ALFA C - G0/G1,Pública,Aluno-1286,2024
7.75,2016,8.223333333,Ametista,8.0,10.002,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,8,7.5,7.619650310500001,RA-1287,-1,2.51,9.3064182195,2024,ALFA C - G0/G1,Pública,Aluno-1287,2024
10.0,2017,7.273333333,Ametista,10.0,9.002,10.0,Feminino,ALFA (1° e 2° ano),ALFA,7,10.0,7.9208899585,RA-1288,0,2.51,7.9813664595,2024,ALFA C - G0/G1,Pública,Aluno-1288,2024
7.75,2014,6.166666667,Ametista,9.0,7.002,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,10,6.5,7.2171722223,RA-1289,-1,7.51,9.4444444445,2024,ALFA D - G2/G3,Pública,Aluno-1289,2024
8.75,2015,8.28,Topázio,10.0,10.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,7.5,8.407200000000001,RA-1290,-1,7.51,10.0,2024,ALFA D - G2/G3,Pública,Aluno-1290,2024
8.25,2015,7.89,Topázio,10.0,9.502,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,6.5,8.079200000000002,RA-1291,-1,7.51,9.5,2024,ALFA D - G2/G3,Pública,Aluno-1291,2024
8.5,2015,8.28,Topázio,10.0,8.502,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,7.0,8.2072,RA-885,-1,7.51,10.0,2023,ALFA D - G2/G3,Pública,Aluno-885,2024
8.25,2015,7.893333333,Agata,10.0,7.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,6.5,6.9031621211,RA-1292,-1,7.51,4.7727272725,2024,ALFA D - G2/G3,Pública,Aluno-1292,2024
8.5,2015,8.336666667,Topázio,8.5,8.002,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,8.5,8.005023232300001,RA-1293,-1,7.51,9.4949494945,2024,ALFA D - G2/G3,Pública,Aluno-1293,2024
8.5,2016,8.28,Topázio,9.0,9.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,8,8.0,8.1942,RA-888,-1,6.88,10.0,2023,ALFA D - G2/G3,Pública,Aluno-888,2024
7.75,2014,7.553333333,Ametista,9.0,9.502,5.0,Masculino,Fase 2 (5° e 6° ano),ALFA,10,6.5,7.9493666666,RA-1294,-2,7.51,10.0,2024,ALFA D - G2/G3,Pública,Aluno-1294,2024
7.5,2015,6.553333333,Agata,10.0,8.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,9,5.0,6.395389393900001,RA-1009,-1,2.51,6.8863636365000005,2023,ALFA E - G2/G3,Pública,Aluno-1009,2024
7.75,2015,4.72,Quartzo,8.0,9.002,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,8,7.5,5.7839559808,RA-1013,-1,2.51,5.6937799039999994,2023,ALFA E - G2/G3,Pública,Aluno-1013,2024
7.5,2016,8.28,Topázio,7.0,10.002,10.0,Feminino,ALFA (1° e 2° ano),ALFA,8,8.0,8.0617454545,RA-1295,0,2.51,9.5227272725,2024,ALFA E - G2/G3,Pública,Aluno-1295,2024
6.5,2015,8.336666667,Ametista,7.5,9.002,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,9,5.5,7.0574222223000005,RA-1296,-1,2.51,8.4444444445,2024,ALFA E - G2/G3,Pública,Aluno-1296,2024
5.5,2016,4.333333333,Quartzo,10.0,8.502,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,8,1.0,4.6684348484000004,RA-863,-1,2.51,3.159090909,2023,ALFA E - G2/G3,Pública,Aluno-863,2024
9.25,2016,6.833333333,Ametista,10.0,9.502,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,8,8.5,7.620247619000001,RA-1297,-1,2.51,9.761904762,2024,ALFA E - G2/G3,Pública,Aluno-1297,2024
5.25,2016,7.0,Agata,6.5,8.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,8,4.0,6.315972727300001,RA-1014,-1,2.51,7.8863636365000005,2023,ALFA E - G2/G3,Pública,Aluno-1014,2024
6.5,2015,7.22,Agata,7.5,9.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,8,5.5,6.853080434800001,RA-880,-1,2.51,8.445652174,2023,ALFA E - G2/G3,Pública,Aluno-880,2024
8.75,2016,8.28,Topázio,9.0,9.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,8,8.5,8.419200000000002,RA-886,-1,8.13,10.0,2023,ALFA E - G2/G3,Pública,Aluno-886,2024
6.75,2016,7.393333333,Ametista,7.0,9.502,10.0,Masculino,ALFA (1° e 2° ano),ALFA,8,6.5,7.577287995300001,RA-1298,0,7.51,6.643356643500001,2024,ALFA E - G2/G3,Pública,Aluno-1298,2024
6.5,2014,7.11,Ametista,7.0,8.502,5.0,Masculino,Fase 2 (5° e 6° ano),ALFA,10,6.0,7.069727777800001,RA-1299,-2,7.51,7.638888889,2024,ALFA E - G2/G3,Pública,Aluno-1299,2024
6.0,2016,8.67,Ametista,6.0,9.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,8,6.0,7.6352,RA-904,-1,7.51,8.75,2023,ALFA F - G0/G1,Pública,Aluno-904,2024
9.0,2016,8.613333333,Ametista,10.0,8.502,5.0,Feminino,Fase 1 (3° e 4° ano),ALFA,8,8.0,7.623866666600001,RA-1300,-1,2.51,8.75,2024,ALFA F - G0/G1,Pública,Aluno-1300,2024
7.0,2015,6.0,Quartzo,10.0,9.502,5.0,Masculino,Fase 1 (3° e 4° ano),ALFA,8,4.0,5.6345333333,RA-1301,-1,2.51,2.9166666665000003,2024,ALFA F - G0/G1,Pública,Aluno-1301,2024
4.0,2016,4.996666667,Quartzo,4.0,10.002,10.0,Masculino,ALFA (1° e 2° ano),ALFA,8,4.0,5.758866666800001,RA-1302,0,2.51,5.416666667,2024,ALFA F - G0/G1,Pública,Aluno-1302,2024
10.0,2016,9.17,Topázio,10.0,10.002,10.0,Feminino,ALFA (1° e 2° ano),ALFA,8,10.0,8.8352,RA-1303,0,2.51,10.0,2024,ALFA F - G0/G1,Pública,Aluno-1303,2024
6.0,2014,6.493333333,Ametista,6.0,9.002,5.0,Feminino,Fase 2 (5° e 6° ano),ALFA,10,6.0,7.085119934500001,RA-1304,-2,8.135,7.9575163395,2024,ALFA G - G2/G3,Pública,Aluno-1304,2024
