IDA,Ano Nascimento,IPV,Pedra,Nota_Matematica,IAA,IAN,Gênero,Fase Ideal,Fase,Idade,Nota_Portugues,INDE,RA,Defasagem,IPS,IEG,Ano ingresso,Turma,Instituição de ensino,Nome Anonimizado,Ano_Referencia
5.8,2012,7.0,Ametista,4.8,8.5,5.0,Menina,Fase 2 (5º e 6º ano),1,10,6.8,7.039,RA-637,-1,7.5,9.0,2021,P,Escola Pública,Aluno-637,2022
3.9,2013,6.278,Ametista,2.0,8.5,10.0,Menina,Fase 1 (4º ano),1,9,5.8,7.059,RA-638,0,7.5,9.3,2020,P,Escola Pública,Aluno-638,2022
5.5,2012,6.611,Ágata,3.2,8.5,5.0,Menina,Fase 2 (5º e 6º ano),1,10,7.8,6.613,RA-639,-1,7.5,7.4,2021,P,Escola Pública,Aluno-639,2022
4.8,2011,6.778,Ágata,2.5,9.0,5.0,Menina,Fase 2 (5º e 6º ano),1,11,7.0,6.73,RA-640,-1,7.5,8.4,2022,P,Escola Pública,Aluno-640,2022
6.5,2013,6.778,Ametista,4.5,9.0,10.0,Menina,Fase 1 (4º ano),1,9,8.5,7.776,RA-641,0,7.5,9.3,2022,P,Escola Pública,Aluno-641,2022
7.3,2012,7.778,Ametista,7.0,10.0,5.0,Menina,Fase 2 (5º e 6º ano),1,10,7.7,7.75,RA-642,-1,6.9,9.7,2021,P,Escola Pública,Aluno-642,2022
6.2,2012,6.722,Ágata,6.3,9.0,5.0,Menino,Fase 2 (5º e 6º ano),1,10,6.0,6.763,RA-643,-1,7.5,8.0,2022,P,Escola Pública,Aluno-643,2022
8.8,2011,8.278,Ametista,9.7,9.5,5.0,Menina,Fase 2 (5º e 6º ano),1,11,8.0,7.83,RA-644,-1,7.5,8.0,2021,P,Escola Pública,Aluno-644,2022
2.0,2012,6.833,Ágata,4.0,8.5,5.0,Menina,Fase 2 (5º e 6º ano),1,10,0.0,6.086,RA-645,-1,7.5,8.1,2022,P,Escola Pública,Aluno-645,2022
8.4,2009,8.389,Topázio,8.8,8.5,5.0,Menino,Fase 3 (7º e 8º ano),1,13,8.0,8.181,RA-646,-2,8.1,9.8,2019,R,Escola Pública,Aluno-646,2022
3.3,2012,7.278,Ágata,1.5,9.5,5.0,Menino,Fase 2 (5º e 6º ano),1,10,5.2,6.606,RA-647,-1,7.5,8.6,2022,R,Escola Pública,Aluno-647,2022
5.3,2010,7.5,Ágata,5.0,9.0,5.0,Menino,Fase 3 (7º e 8º ano),1,12,5.5,6.736,RA-648,-2,6.9,7.5,2019,R,Escola Pública,Aluno-648,2022
7.4,2010,7.611,Ametista,6.3,8.5,5.0,Menina,Fase 3 (7º e 8º ano),1,12,8.5,7.302,RA-649,-2,5.6,8.9,2019,R,Escola Pública,Aluno-649,2022
6.9,2011,7.5,Ágata,5.5,6.9,5.0,Menina,Fase 2 (5º e 6º ano),1,11,8.3,7.004,RA-650,-1,5.6,8.7,2021,R,Escola Pública,Aluno-650,2022
7.8,2012,8.333,Ametista,7.7,8.5,5.0,Menina,Fase 2 (5º e 6º ano),1,10,7.8,7.866,RA-651,-1,7.5,9.3,2022,R,Escola Pública,Aluno-651,2022
7.8,2013,7.5,Topázio,7.0,8.0,10.0,Menina,Fase 1 (4º ano),1,9,8.5,8.151,RA-652,0,7.5,9.6,2022,R,Escola Pública,Aluno-652,2022
9.3,2011,7.5,Topázio,9.5,9.5,5.0,Menina,Fase 2 (5º e 6º ano),1,11,9.0,8.101,RA-653,-1,7.5,9.6,2022,R,Escola Pública,Aluno-653,2022
6.8,2010,7.556,Ametista,5.5,8.5,5.0,Menina,Fase 3 (7º e 8º ano),1,12,8.0,7.308,RA-654,-2,7.5,8.6,2022,R,Escola Pública,Aluno-654,2022
8.3,2010,8.389,Ametista,8.3,7.5,5.0,Menina,Fase 3 (7º e 8º ano),1,12,8.2,7.785,RA-655,-2,7.5,9.2,2019,R,Escola Pública,Aluno-655,2022
6.3,2011,7.5,Ágata,5.0,7.4,5.0,Menina,Fase 2 (5º e 6º ano),1,11,7.5,6.652,RA-656,-1,5.6,7.5,2020,R,Escola Pública,Aluno-656,2022
9.0,2010,7.5,Topázio,9.0,9.5,5.0,Menina,Fase 3 (7º e 8º ano),1,12,9.0,8.093,RA-657,-2,7.5,9.8,2021,R,Escola Pública,Aluno-657,2022
5.6,2012,7.917,Ametista,4.7,10.0,5.0,Menina,Fase 2 (5º e 6º ano),1,10,6.5,7.407,RA-658,-1,7.5,9.3,2022,U,Escola Pública,Aluno-658,2022
9.3,2012,8.333,Ametista,9.5,8.0,5.0,Menina,Fase 2 (5º e 6º ano),1,10,9.0,7.783,RA-659,-1,7.5,7.8,2022,U,Escola Pública,Aluno-659,2022
6.9,2013,9.083,Topázio,5.8,9.5,10.0,Menina,Fase 1 (4º ano),1,9,8.0,8.363,RA-660,0,7.5,9.0,2021,U,Escola Pública,Aluno-660,2022
7.8,2011,7.917,Ametista,8.3,9.0,5.0,Menino,Fase 2 (5º e 6º ano),1,11,7.3,7.593,RA-661,-1,7.5,8.3,2022,U,Escola Pública,Aluno-661,2022
6.8,2011,6.083,Ametista,5.7,9.0,5.0,Menina,Fase 2 (5º e 6º ano),1,11,7.8,7.044,RA-662,-1,7.5,8.8,2022,U,Escola Pública,Aluno-662,2022
5.8,2012,5.25,Ágata,5.0,6.9,5.0,Menino,Fase 2 (5º e 6º ano),1,10,6.5,6.376,RA-663,-1,7.5,8.7,2022,U,Escola Pública,Aluno-663,2022
6.3,2012,7.167,Ametista,5.0,9.5,5.0,Menina,Fase 2 (5º e 6º ano),1,10,7.5,7.277,RA-664,-1,7.5,8.8,2022,U,Escola Pública,Aluno-664,2022
6.8,2011,7.25,Ágata,6.5,9.0,5.0,Menina,Fase 2 (5º e 6º ano),1,11,7.0,6.996,RA-665,-1,7.5,7.4,2022,U,Escola Pública,Aluno-665,2022
7.8,2012,8.833,Ametista,8.0,9.5,5.0,Menino,Fase 2 (5º e 6º ano),1,10,7.5,7.929,RA-666,-1,7.5,9.1,2022,U,Escola Pública,Aluno-666,2022
4.5,2011,5.833,Quartzo,3.7,8.5,5.0,Menino,Fase 2 (5º e 6º ano),1,11,5.3,5.844,RA-667,-1,7.5,5.6,2021,U,Escola Pública,Aluno-667,2022
2.8,2011,3.75,Quartzo,2.8,6.9,5.0,Menino,Fase 2 (5º e 6º ano),1,11,2.8,4.365,RA-668,-1,7.5,3.3,2022,U,Escola Pública,Aluno-668,2022
6.0,2011,7.833,Ametista,5.0,9.0,5.0,Menino,Fase 2 (5º e 6º ano),1,11,7.0,7.475,RA-669,-1,7.5,9.7,2022,U,Escola Pública,Aluno-669,2022
6.9,2012,8.167,Ametista,6.5,8.0,5.0,Menina,Fase 2 (5º e 6º ano),1,10,7.3,7.451,RA-670,-1,7.5,8.8,2022,U,Escola Pública,Aluno-670,2022
8.8,2013,7.417,Ametista,8.8,8.5,5.0,Menino,Fase 1 (4º ano),0,9,8.8,7.617,RA-671,-1,8.1,8.2,2021,A,Escola Pública,Aluno-671,2022
8.8,2013,6.75,Ametista,8.5,8.5,5.0,Menina,Fase 1 (4º ano),0,9,9.1,7.48,RA-672,-1,8.1,8.5,2021,A,Escola Pública,Aluno-672,2022
9.2,2014,8.583,Topázio,9.4,8.5,10.0,Menina,ALFA  (2º e 3º ano),0,8,8.9,8.65,RA-673,0,8.1,9.2,2022,A,Escola Pública,Aluno-673,2022
8.0,2014,6.333,Ametista,8.9,9.5,10.0,Menino,ALFA  (2º e 3º ano),0,8,7.0,7.862,RA-674,0,8.1,8.7,2022,A,Escola Pública,Aluno-674,2022
7.4,2014,7.083,Ametista,8.8,10.0,10.0,Menino,ALFA  (2º e 3º ano),0,8,5.9,7.576,RA-675,0,8.1,6.6,2022,A,Escola Pública,Aluno-675,2022
9.3,2013,8.167,Ametista,9.5,8.5,5.0,Menino,Fase 1 (4º ano),0,9,9.1,7.911,RA-676,-1,8.1,8.6,2021,A,Escola Pública,Aluno-676,2022
7.3,2014,8.583,Topázio,7.7,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,6.8,8.358,RA-677,0,7.5,9.4,2021,B,Escola Pública,Aluno-677,2022
7.3,2013,9.5,Ametista,7.5,9.0,5.0,Menino,Fase 1 (4º ano),0,9,7.0,8.0,RA-678,-1,6.9,10.0,2022,B,Escola Pública,Aluno-678,2022
6.3,2012,7.833,Ametista,6.7,9.0,5.0,Menino,Fase 2 (5º e 6º ano),0,10,5.8,7.172,RA-679,-2,7.5,8.2,2020,B,Escola Pública,Aluno-679,2022
7.4,2012,7.75,Ametista,8.0,9.5,5.0,Menina,Fase 2 (5º e 6º ano),0,10,6.8,7.518,RA-680,-2,7.5,8.8,2019,B,Escola Pública,Aluno-680,2022
6.5,2012,8.0,Ametista,6.5,8.5,5.0,Menino,Fase 2 (5º e 6º ano),0,10,6.5,7.204,RA-681,-2,6.9,8.5,2022,B,Escola Pública,Aluno-681,2022
7.0,2011,8.083,Ametista,7.0,9.5,5.0,Menino,Fase 2 (5º e 6º ano),0,11,7.0,7.625,RA-682,-2,7.5,9.1,2022,B,Escola Pública,Aluno-682,2022
4.0,2012,8.083,Ágata,8.0,7.9,5.0,Menino,Fase 2 (5º e 6º ano),0,10,0.0,6.011,RA-683,-2,7.5,5.0,2022,C,Escola Pública,Aluno-683,2022
9.3,2015,7.917,Topázio,9.0,9.5,10.0,Menino,ALFA  (2º e 3º ano),0,7,9.6,8.26,RA-684,0,8.1,7.5,2022,C,Escola Pública,Aluno-684,2022
8.0,2013,7.833,Ágata,8.0,9.0,5.0,Menino,Fase 1 (4º ano),0,9,8.0,6.864,RA-685,-1,5.0,6.2,2022,C,Escola Pública,Aluno-685,2022
8.8,2013,8.083,Ametista,9.2,7.5,5.0,Menina,Fase 1 (4º ano),0,9,8.5,7.729,RA-686,-1,8.1,8.6,2022,D,Escola Pública,Aluno-686,2022
8.3,2013,8.0,Ametista,9.0,8.5,5.0,Menino,Fase 1 (4º ano),0,9,7.5,7.703,RA-687,-1,8.1,9.0,2022,D,Escola Pública,Aluno-687,2022
7.9,2013,7.917,Ametista,8.0,8.5,5.0,Menino,Fase 1 (4º ano),0,9,7.8,7.771,RA-688,-1,7.5,9.7,2022,D,Escola Pública,Aluno-688,2022
5.8,2013,6.667,Ágata,6.0,7.4,5.0,Menina,Fase 1 (4º ano),0,9,5.5,6.433,RA-689,-1,5.6,7.9,2022,D,Escola Pública,Aluno-689,2022
7.0,2013,7.417,Ametista,7.2,9.5,5.0,Menina,Fase 1 (4º ano),0,9,6.8,7.541,RA-690,-1,7.5,9.5,2022,D,Escola Pública,Aluno-690,2022
9.4,2014,7.917,Topázio,9.6,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,9.3,8.68,RA-691,0,8.1,9.2,2022,D,Escola Pública,Aluno-691,2022
6.9,2013,7.917,Ametista,7.0,9.5,5.0,Menina,Fase 1 (4º ano),0,9,6.8,7.569,RA-692,-1,8.1,8.9,2021,D,Escola Pública,Aluno-692,2022
5.7,2015,7.667,Ametista,5.0,9.5,10.0,Menina,ALFA  (2º e 3º ano),0,7,6.3,7.944,RA-693,0,8.1,9.8,2022,D,Escola Pública,Aluno-693,2022
8.1,2014,7.917,Topázio,8.2,10.0,10.0,Menino,ALFA  (2º e 3º ano),0,8,8.0,8.378,RA-694,0,8.1,9.0,2022,D,Escola Pública,Aluno-694,2022
2.5,2014,2.5,Quartzo,2.2,9.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,2.8,4.28,RA-695,0,7.5,3.1,2021,E,Escola Pública,Aluno-695,2022
6.6,2013,8.167,Ametista,6.5,8.5,5.0,Menina,Fase 1 (4º ano),0,9,6.7,7.441,RA-696,-1,7.5,9.0,2021,E,Escola Pública,Aluno-696,2022
8.4,2011,8.083,Ametista,8.8,7.0,5.0,Menino,Fase 2 (5º e 6º ano),0,11,8.0,7.675,RA-697,-2,7.5,9.3,2021,E,Escola Pública,Aluno-697,2022
8.1,2013,8.083,Ametista,8.0,9.0,5.0,Menino,Fase 1 (4º ano),0,9,8.2,7.44,RA-698,-1,2.5,9.8,2021,E,Escola Pública,Aluno-698,2022
7.1,2013,6.0,Ágata,7.5,5.2,5.0,Menino,Fase 1 (4º ano),0,9,6.7,6.658,RA-699,-1,7.5,9.2,2022,E,Escola Pública,Aluno-699,2022
9.2,2013,7.083,Ametista,9.2,9.0,5.0,Menina,Fase 1 (4º ano),0,9,9.2,7.738,RA-700,-1,7.5,8.7,2022,F,Escola Pública,Aluno-700,2022
8.7,2012,7.417,Ametista,8.7,9.0,5.0,Menino,Fase 2 (5º e 6º ano),0,10,8.7,7.755,RA-701,-2,7.5,9.3,2021,F,Escola Pública,Aluno-701,2022
6.8,2014,7.0,Ametista,7.0,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,6.7,7.387,RA-702,0,5.0,8.6,2022,F,Escola Pública,Aluno-702,2022
5.1,2012,6.833,Ágata,5.3,7.5,5.0,Menino,Fase 2 (5º e 6º ano),0,10,4.8,6.099,RA-703,-2,5.0,7.4,2021,F,Escola Pública,Aluno-703,2022
7.2,2012,6.583,Ágata,7.7,9.0,5.0,Menino,Fase 2 (5º e 6º ano),0,10,6.6,6.741,RA-704,-2,5.0,8.6,2022,F,Escola Pública,Aluno-704,2022
7.1,2012,6.333,Ágata,7.0,9.5,5.0,Menino,Fase 2 (5º e 6º ano),0,10,7.2,6.634,RA-705,-2,7.5,6.2,2022,F,Escola Pública,Aluno-705,2022
9.1,2012,8.417,Ametista,9.1,9.5,5.0,Menina,Fase 2 (5º e 6º ano),0,10,9.1,7.659,RA-706,-2,7.5,6.7,2021,F,Escola Pública,Aluno-706,2022
8.5,2012,8.083,Ametista,8.8,10.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,8.2,7.679,RA-707,-2,6.9,8.1,2020,F,Escola Pública,Aluno-707,2022
7.3,2013,7.583,Ametista,7.1,8.0,5.0,Menino,Fase 1 (4º ano),0,9,7.6,7.282,RA-708,-1,7.5,8.4,2022,F,Escola Pública,Aluno-708,2022
2.3,2012,7.083,Quartzo,2.3,9.5,5.0,Menina,Fase 2 (5º e 6º ano),0,10,2.3,5.313,RA-709,-2,7.5,3.5,2022,F,Escola Pública,Aluno-709,2022
6.9,2012,8.0,Ametista,7.0,9.5,5.0,Menino,Fase 2 (5º e 6º ano),0,10,6.8,7.285,RA-710,-2,5.0,8.9,2020,G,Escola Pública,Aluno-710,2022
3.5,2013,6.0,Ágata,4.0,9.0,5.0,Menino,Fase 1 (4º ano),0,9,3.0,6.04,RA-711,-1,6.3,7.9,2022,G,Escola Pública,Aluno-711,2022
8.0,2011,5.833,Ágata,8.7,8.0,5.0,Menino,Fase 2 (5º e 6º ano),0,11,7.3,6.026,RA-712,-2,5.0,5.1,2019,G,Escola Pública,Aluno-712,2022
7.8,2013,7.25,Ametista,8.0,10.0,5.0,Menino,Fase 1 (4º ano),0,9,7.7,7.42,RA-713,-1,7.5,8.7,2021,G,Escola Pública,Aluno-713,2022
8.0,2011,7.25,Ágata,8.5,9.0,5.0,Menino,Fase 2 (5º e 6º ano),0,11,7.5,6.953,RA-714,-2,5.6,6.9,2019,G,Escola Pública,Aluno-714,2022
4.9,2013,7.917,Ágata,4.8,8.5,5.0,Menina,Fase 1 (4º ano),0,9,5.0,6.656,RA-715,-1,4.4,8.7,2022,G,Escola Pública,Aluno-715,2022
6.7,2013,5.417,Ágata,7.3,8.9,5.0,Menino,Fase 1 (4º ano),0,9,6.0,6.525,RA-716,-1,7.5,8.1,2022,G,Escola Pública,Aluno-716,2022
5.4,2012,7.917,Ágata,5.0,9.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,5.8,6.832,RA-717,-2,7.5,7.3,2021,G,Escola Pública,Aluno-717,2022
9.2,2014,7.417,Topázio,9.2,8.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,9.2,8.093,RA-718,0,6.3,8.9,2022,G,Escola Pública,Aluno-718,2022
4.2,2012,6.083,Quartzo,5.0,9.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,3.3,5.552,RA-719,-2,7.5,4.6,2021,G,Escola Pública,Aluno-719,2022
7.6,2013,7.083,Ágata,7.3,8.0,5.0,Menina,Fase 1 (4º ano),0,9,7.8,6.731,RA-720,-1,7.5,5.9,2021,G,Escola Pública,Aluno-720,2022
7.6,2014,7.917,Ametista,8.2,9.5,10.0,Menina,ALFA  (2º e 3º ano),0,8,7.0,7.973,RA-721,0,7.5,8.1,2021,G,Escola Pública,Aluno-721,2022
8.1,2013,8.333,Ametista,7.8,10.0,5.0,Menina,Fase 1 (4º ano),0,9,8.3,7.41,RA-722,-1,4.4,8.1,2021,G,Escola Pública,Aluno-722,2022
5.5,2014,8.167,Ametista,5.3,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,5.7,7.426,RA-723,0,8.1,6.6,2022,H,Escola Pública,Aluno-723,2022
5.6,2014,8.0,Ágata,2.9,9.5,10.0,Menina,ALFA  (2º e 3º ano),0,8,8.3,6.931,RA-724,0,5.6,5.9,2022,H,Escola Pública,Aluno-724,2022
5.0,2014,5.5,Ágata,4.0,8.0,10.0,Menino,ALFA  (2º e 3º ano),0,8,6.0,6.33,RA-725,0,8.1,5.9,2022,H,Escola Pública,Aluno-725,2022
4.4,2015,6.583,Ágata,5.8,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,7,3.0,6.985,RA-726,0,7.5,7.5,2022,H,Escola Pública,Aluno-726,2022
8.4,2014,6.75,Ametista,9.3,9.0,10.0,Menino,ALFA  (2º e 3º ano),0,8,7.4,7.736,RA-727,0,8.1,7.7,2022,H,Escola Pública,Aluno-727,2022
9.1,2014,8.167,Topázio,9.3,9.5,10.0,Menina,ALFA  (2º e 3º ano),0,8,8.9,8.244,RA-728,0,8.1,7.3,2022,H,Escola Pública,Aluno-728,2022
8.1,2014,7.25,Topázio,8.5,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,7.8,8.155,RA-729,0,8.1,8.7,2022,H,Escola Pública,Aluno-729,2022
8.3,2012,8.25,Ametista,8.7,10.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,8.0,7.902,RA-730,-2,8.8,8.2,2021,I,Escola Pública,Aluno-730,2022
7.3,2012,7.083,Ametista,7.3,9.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,7.2,7.151,RA-731,-2,6.9,8.5,2019,I,Escola Pública,Aluno-731,2022
7.2,2013,7.5,Ametista,7.5,9.0,5.0,Menino,Fase 1 (4º ano),0,9,6.8,7.347,RA-732,-1,8.8,7.9,2022,I,Escola Pública,Aluno-732,2022
5.1,2013,6.917,Ágata,6.0,9.5,5.0,Menina,Fase 1 (4º ano),0,9,4.2,6.684,RA-733,-1,5.6,8.5,2022,J,Escola Pública,Aluno-733,2022
7.3,2012,7.417,Ágata,8.0,9.5,5.0,Menina,Fase 2 (5º e 6º ano),0,10,6.5,6.952,RA-734,-2,5.6,7.2,2022,J,Escola Pública,Aluno-734,2022
7.3,2012,8.583,Ametista,7.8,9.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,6.7,7.485,RA-735,-2,5.6,9.0,2021,J,Escola Pública,Aluno-735,2022
5.4,2012,7.0,Ágata,4.7,9.0,5.0,Menino,Fase 2 (5º e 6º ano),0,10,6.2,6.707,RA-736,-2,5.6,8.5,2022,J,Escola Pública,Aluno-736,2022
9.0,2013,9.167,Ametista,8.5,9.5,5.0,Menina,Fase 1 (4º ano),0,9,9.5,8.058,RA-737,-1,5.6,9.2,2022,J,Escola Pública,Aluno-737,2022
5.7,2014,7.5,Ametista,7.7,8.5,10.0,Menina,ALFA  (2º e 3º ano),0,8,3.7,7.227,RA-738,0,5.6,8.1,2022,J,Escola Pública,Aluno-738,2022
5.9,2014,7.083,Ágata,6.0,6.4,10.0,Menino,ALFA  (2º e 3º ano),0,8,5.8,6.82,RA-739,0,5.6,7.3,2022,J,Escola Pública,Aluno-739,2022
7.2,2013,7.5,Ametista,7.3,8.5,5.0,Menina,Fase 1 (4º ano),0,9,7.0,7.218,RA-740,-1,5.6,9.0,2022,J,Escola Pública,Aluno-740,2022
6.3,2012,7.417,Ágata,7.3,9.5,5.0,Menina,Fase 2 (5º e 6º ano),0,10,5.2,6.896,RA-741,-2,5.6,8.4,2022,J,Escola Pública,Aluno-741,2022
7.3,2013,7.5,Ametista,8.3,8.5,5.0,Menina,Fase 1 (4º ano),0,9,6.2,7.097,RA-742,-1,5.0,8.7,2022,J,Escola Pública,Aluno-742,2022
4.8,2013,7.5,Ágata,4.8,10.0,5.0,Menina,Fase 1 (4º ano),0,9,4.8,6.672,RA-743,-1,5.6,7.9,2022,J,Escola Pública,Aluno-743,2022
6.2,2014,7.5,Ametista,6.0,9.5,10.0,Menina,ALFA  (2º e 3º ano),0,8,6.3,7.742,RA-744,0,5.6,9.7,2022,J,Escola Pública,Aluno-744,2022
8.1,2013,7.75,Ametista,8.5,9.0,5.0,Menino,Fase 1 (4º ano),0,9,7.7,7.382,RA-745,-1,5.6,8.5,2021,J,Rede Decisão,Aluno-745,2022
7.2,2014,7.417,Ametista,7.7,8.0,10.0,Menino,ALFA  (2º e 3º ano),0,8,6.7,7.656,RA-746,0,5.6,9.1,2022,J,Escola Pública,Aluno-746,2022
8.8,2011,7.917,Ametista,8.2,10.0,5.0,Menina,Fase 2 (5º e 6º ano),0,11,9.4,7.676,RA-747,-2,7.5,7.6,2022,K,Escola Pública,Aluno-747,2022
9.1,2013,8.25,Topázio,9.6,10.0,5.0,Menino,Fase 1 (4º ano),0,9,8.6,8.084,RA-748,-1,7.5,9.0,2022,K,Escola Pública,Aluno-748,2022
8.8,2013,7.25,Ametista,9.5,9.5,5.0,Menino,Fase 1 (4º ano),0,9,8.1,7.484,RA-749,-1,7.5,7.7,2022,K,Escola Pública,Aluno-749,2022
6.8,2012,5.167,Ágata,7.1,9.5,5.0,Menino,Fase 2 (5º e 6º ano),0,10,6.4,6.344,RA-750,-2,4.4,8.9,2019,K,Escola Pública,Aluno-750,2022
3.8,2011,6.167,Quartzo,2.7,8.5,5.0,Menino,Fase 2 (5º e 6º ano),0,11,4.9,5.246,RA-751,-2,7.5,5.8,2022,K,Escola Pública,Aluno-751,2022
9.5,2011,8.417,Topázio,9.6,10.0,5.0,Menina,Fase 2 (5º e 6º ano),0,11,9.4,8.197,RA-752,-2,7.5,9.0,2022,K,Escola Pública,Aluno-752,2022
9.1,2014,8.417,Topázio,9.4,9.5,10.0,Menina,ALFA  (2º e 3º ano),0,8,8.8,8.481,RA-753,0,7.5,8.6,2022,K,Escola Pública,Aluno-753,2022
7.9,2013,6.917,Ágata,7.8,10.0,5.0,Menino,Fase 1 (4º ano),0,9,8.1,6.602,RA-754,-1,4.4,5.8,2022,K,Escola Pública,Aluno-754,2022
9.5,2014,8.083,Topázio,9.8,9.5,10.0,Menino,ALFA  (2º e 3º ano),0,8,9.3,8.566,RA-755,0,6.9,9.2,2022,K,Escola Pública,Aluno-755,2022
5.7,2013,7.25,Ágata,5.6,10.0,5.0,Menino,Fase 1 (4º ano),0,9,5.8,6.976,RA-756,-1,7.5,7.9,2022,K,Escola Pública,Aluno-756,2022
9.7,2013,8.5,Topázio,9.9,9.5,5.0,Menina,Fase 1 (4º ano),0,9,9.6,8.26,RA-757,-1,7.5,9.3,2022,K,Escola Pública,Aluno-757,2022
8.1,2013,8.333,Ametista,8.0,9.0,5.0,Menino,Fase 1 (4º ano),0,9,8.2,7.911,RA-758,-1,7.5,9.1,2022,L,Escola Pública,Aluno-758,2022
7.5,2012,7.833,Ametista,8.3,9.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,6.7,7.563,RA-759,-2,7.5,8.6,2021,L,Escola Pública,Aluno-759,2022
8.8,2011,8.917,Topázio,9.3,9.0,5.0,Menino,Fase 2 (5º e 6º ano),0,11,8.2,8.172,RA-760,-2,7.5,9.2,2021,L,Escola Pública,Aluno-760,2022
8.2,2013,8.25,Topázio,8.8,10.0,5.0,Menino,Fase 1 (4º ano),0,9,7.5,8.06,RA-761,-1,7.5,9.4,2022,L,Escola Pública,Aluno-761,2022
6.7,2010,7.083,Ametista,7.3,10.0,2.5,Menino,Fase 3 (7º e 8º ano),0,12,6.0,7.28,RA-762,-3,7.5,9.7,2022,L,Escola Pública,Aluno-762,2022
6.5,2012,7.167,Ametista,6.3,9.5,5.0,Menina,Fase 2 (5º e 6º ano),0,10,6.7,7.402,RA-763,-2,7.5,9.7,2021,L,Escola Pública,Aluno-763,2022
7.5,2014,7.667,Ametista,7.2,9.0,10.0,Menino,ALFA  (2º e 3º ano),0,8,7.8,8.004,RA-764,0,7.5,8.8,2022,L,Escola Pública,Aluno-764,2022
4.3,2013,7.417,Ágata,5.0,8.5,5.0,Menino,Fase 1 (4º ano),0,9,3.7,6.902,RA-765,-1,7.5,9.3,2022,L,Escola Pública,Aluno-765,2022
8.7,2011,8.333,Topázio,8.5,10.0,5.0,Menina,Fase 2 (5º e 6º ano),0,11,8.8,8.185,RA-766,-2,7.5,9.5,2020,L,Escola Pública,Aluno-766,2022
7.0,2012,7.583,Ametista,7.3,9.5,5.0,Menino,Fase 2 (5º e 6º ano),0,10,6.7,7.511,RA-767,-2,7.5,9.0,2021,L,Escola Pública,Aluno-767,2022
7.1,2012,7.583,Ametista,7.0,9.0,5.0,Menina,Fase 2 (5º e 6º ano),0,10,7.2,7.646,RA-768,-2,7.5,10.0,2021,L,Escola Pública,Aluno-768,2022
7.9,2013,8.5,Ametista,9.6,10.0,5.0,Menina,Fase 1 (4º ano),0,9,6.2,7.598,RA-769,-1,7.5,7.5,2022,M,Escola Pública,Aluno-769,2022
8.3,2015,7.333,Topázio,8.5,9.5,10.0,Menino,ALFA  (2º e 3º ano),0,7,8.1,8.143,RA-770,0,7.5,8.9,2022,M,Escola Pública,Aluno-770,2022
7.0,2015,7.5,Ametista,7.2,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,7,6.9,7.873,RA-771,0,7.5,8.3,2022,M,Escola Pública,Aluno-771,2022
9.2,2011,7.25,Ágata,9.3,9.0,5.0,Menino,Fase 2 (5º e 6º ano),0,11,9.2,6.994,RA-772,-2,7.5,5.4,2021,M,Escola Pública,Aluno-772,2022
8.1,2013,7.083,Ágata,9.3,10.0,5.0,Menina,Fase 1 (4º ano),0,9,6.8,6.922,RA-773,-1,5.0,6.8,2022,M,Escola Pública,Aluno-773,2022
6.1,2014,7.417,Ametista,7.8,10.0,10.0,Menina,ALFA  (2º e 3º ano),0,8,4.4,7.587,RA-774,0,7.5,7.8,2022,M,Escola Pública,Aluno-774,2022
5.7,2012,6.417,Quartzo,5.5,7.9,5.0,Menino,Fase 2 (5º e 6º ano),0,10,5.8,5.79,RA-775,-2,4.4,5.7,2021,N,Escola Pública,Aluno-775,2022
1.7,2013,6.333,Quartzo,0.0,0.0,5.0,Menina,Fase 1 (4º ano),0,9,3.3,3.898,RA-776,-1,4.4,4.3,2022,N,Escola Pública,Aluno-776,2022
5.3,2014,7.0,Ametista,6.5,8.0,10.0,Menino,ALFA  (2º e 3º ano),0,8,4.0,7.096,RA-777,0,7.5,7.7,2022,N,Escola Pública,Aluno-777,2022
7.1,2013,8.833,Ametista,6.0,10.0,5.0,Menina,Fase 1 (4º ano),0,9,8.2,7.432,RA-778,-1,7.5,6.7,2021,N,Escola Pública,Aluno-778,2022
2.6,2012,7.083,Quartzo,2.2,9.5,5.0,Menino,Fase 2 (5º e 6º ano),0,10,3.0,5.702,RA-779,-2,7.5,5.0,2022,N,Escola Pública,Aluno-779,2022
