recall_risco,precision_risco,f1_risco,pr_auc,brier_score,modelo,limiar,verdadeiros_negativos,falsos_positivos,falsos_negativos,verdadeiros_positivos
0.8622950819672132,0.6291866028708134,0.7275242047026279,0.8126047876994676,0.19019006269189204,LogisticRegression,0.5,218,155,42,263
0.740983606557377,0.6869300911854104,0.7129337539432177,0.7707122693735907,0.1791403484220239,RandomForestClassifier,0.5,270,103,79,226
0.7049180327868853,0.6005586592178771,0.6485671191553545,0.7576194080712577,0.2006521412235744,GradientBoostingClassifier,0.5,230,143,90,215
0.8065573770491803,0.49101796407185627,0.6104218362282878,0.6765032708987422,0.2398634270578044,DecisionTreeClassifier,0.5,118,255,59,246
